date,exchus,exdnus,exhkus,exsius,exszus,exeuus
20131031,6.0943,5.4862,7.7530,1.2402,0.9056,0.7356
20131101,6.0993,5.5299,7.7524,1.2434,0.9124,0.7414
20131104,6.0980,5.5183,7.7518,1.2424,0.9106,0.7399
20131105,6.0966,5.5360,7.7516,1.2432,0.9126,0.7424
20131106,6.0925,5.5128,7.7512,1.2425,0.9109,0.7391
20131107,6.0906,5.5681,7.7516,1.2443,0.9184,0.7468
20131108,6.0903,5.5824,7.7515,1.2463,0.9220,0.7487
20131111,,,,,,
20131112,6.0917,5.5524,7.7527,1.2508,0.9176,0.7447
20131113,6.0926,5.5418,7.7528,1.2473,0.9155,0.7432
20131114,6.0920,5.5364,7.7535,1.2479,0.9152,0.7425
20131115,6.0920,5.5330,7.7535,1.2466,0.9152,0.7418
20131118,6.0918,5.5160,7.7521,1.2457,0.9121,0.7396
20131119,6.0924,5.5130,7.7514,1.2446,0.9114,0.7392
20131120,6.0925,5.5458,7.7515,1.2449,0.9158,0.7434
20131121,6.0914,5.5369,7.7525,1.2495,0.9146,0.7424
20131122,6.0935,5.5047,7.7531,1.2499,0.9072,0.7382
20131125,6.0916,5.5236,7.7525,1.2522,0.9125,0.7406
20131126,6.0925,5.5022,7.7521,1.2534,0.9080,0.7377
20131127,6.0922,5.4975,7.7528,1.2548,0.9091,0.7373
20131128,,,,,,
20131129,6.0922,5.4823,7.7526,1.2548,0.9047,0.7350
20131202,6.0927,5.5035,7.7517,1.2560,0.9076,0.7379
20131203,6.0914,5.4830,7.7522,1.2531,0.9030,0.7351
20131204,6.0913,5.5026,7.7528,1.2557,0.9052,0.7377
20131205,6.0903,5.4590,7.7538,1.2532,0.8976,0.7319
20131206,6.0815,5.4487,7.7542,1.2512,0.8939,0.7305
20131209,6.0643,5.4350,7.7532,1.2493,0.8914,0.7285
20131210,6.0705,5.4194,7.7532,1.2489,0.8876,0.7265
20131211,6.0712,5.4064,7.7543,1.2510,0.8856,0.7247
20131212,6.0710,5.4243,7.7533,1.2558,0.8902,0.7272
20131213,6.0710,5.4361,7.7534,1.2554,0.8904,0.7287
20131216,6.0713,5.4228,7.7533,1.2550,0.8876,0.7269
20131217,6.0707,5.4259,7.7525,1.2574,0.8870,0.7274
20131218,6.0713,5.4192,7.7522,1.2596,0.8872,0.7264
20131219,6.0711,5.4584,7.7534,1.2670,0.8964,0.7317
20131220,6.0711,5.4559,7.7539,1.2666,0.8952,0.7314
20131223,6.0697,5.4453,7.7535,1.2681,0.8942,0.7299
20131224,6.0712,5.4541,7.7545,1.2684,0.8961,0.7312
20131225,,,,,,
20131226,6.0744,5.4490,7.7550,1.2689,0.8963,0.7305
20131227,6.0684,5.4174,7.7548,1.2675,0.8893,0.7264
20131230,6.0617,5.3991,7.7542,1.2671,0.8866,0.7238
20131231,6.0537,5.4121,7.7539,1.2622,0.8904,0.7257
20140101,,,,,,
20140102,6.0504,5.4542,7.7534,1.2666,0.8998,0.7315
20140103,6.0505,5.4807,7.7537,1.2661,0.9044,0.7350
20140106,6.0524,5.4706,7.7542,1.2678,0.9036,0.7334
20140107,6.0507,5.4768,7.7542,1.2711,0.9086,0.7343
20140108,6.0510,5.4912,7.7543,1.2717,0.9102,0.7361
20140109,6.0540,5.4897,7.7541,1.2712,0.9085,0.7358
20140110,6.0519,5.4610,7.7542,1.2659,0.9032,0.7319
20140113,6.0432,5.4682,7.7543,1.2647,0.9026,0.7328
20140114,6.0402,5.4535,7.7536,1.2678,0.9009,0.7309
20140115,6.0459,5.4850,7.7543,1.2730,0.9084,0.7351
20140116,6.0555,5.4867,7.7546,1.2722,0.9064,0.7353
20140117,6.0500,5.5052,7.7561,1.2743,0.9100,0.7378
20140120,,,,,,
20140121,6.0503,5.5017,7.7568,1.2783,0.9092,0.7375
20140122,6.0508,5.5080,7.7581,1.2792,0.9116,0.7382
20140123,6.0515,5.4545,7.7584,1.2781,0.9002,0.7310
20140124,6.0486,5.4542,7.7640,1.2789,0.8949,0.7310
20140127,6.0478,5.4549,7.7659,1.2757,0.8956,0.7310
20140128,6.0506,5.4615,7.7643,1.2750,0.8984,0.7320
20140129,6.0554,5.4617,7.7642,1.2753,0.8948,0.7319
20140130,6.0600,5.5070,7.7663,1.2746,0.9042,0.7381
20140131,6.0590,5.5263,7.7642,1.2772,0.9052,0.7407
20140203,6.0600,5.5177,7.7645,1.2755,0.9014,0.7395
20140204,6.0600,5.5243,7.7645,1.2678,0.9050,0.7404
20140205,6.0600,5.5199,7.7621,1.2675,0.9042,0.7397
20140206,6.0600,5.4849,7.7589,1.2676,0.8992,0.7351
20140207,6.0629,5.4816,7.7586,1.2673,0.8992,0.7345
20140210,6.0591,5.4687,7.7569,1.2701,0.8967,0.7329
20140211,6.0601,5.4651,7.7560,1.2673,0.8969,0.7324
20140212,6.0614,5.4900,7.7563,1.2664,0.9006,0.7357
20140213,6.0631,5.4573,7.7554,1.2654,0.8944,0.7316
20140214,6.0666,5.4500,7.7547,1.2602,0.8928,0.7305
20140217,,,,,,
20140218,6.0671,5.4234,7.7550,1.2602,0.8878,0.7268
20140219,6.0762,5.4226,7.7551,1.2604,0.8868,0.7266
20140220,6.0832,5.4503,7.7555,1.2653,0.8912,0.7305
20140221,6.0912,5.4375,7.7558,1.2671,0.8888,0.7288
20140224,6.0982,5.4291,7.7591,1.2637,0.8885,0.7276
20140225,6.1243,5.4270,7.7614,1.2629,0.8870,0.7273
20140226,6.1243,5.4593,7.7601,1.2663,0.8922,0.7316
20140227,6.1279,5.4373,7.7609,1.2638,0.8872,0.7287
20140228,6.1448,5.4047,7.7608,1.2669,0.8810,0.7243
20140303,6.1460,5.4220,7.7600,1.2709,0.8810,0.7266
20140304,6.1430,5.4337,7.7600,1.2689,0.8869,0.7283
20140305,6.1280,5.4332,7.7606,1.2700,0.8872,0.7281
20140306,6.1183,5.3886,7.7608,1.2630,0.8810,0.7221
20140307,6.1258,5.3794,7.7605,1.2682,0.8785,0.7211
20140310,6.1383,5.3765,7.7613,1.2686,0.8781,0.7205
20140311,6.1397,5.3813,7.7618,1.2665,0.8783,0.7211
20140312,6.1448,5.3669,7.7657,1.2677,0.8743,0.7192
20140313,6.1359,5.3589,7.7644,1.2658,0.8726,0.7180
20140314,6.1500,5.3590,7.7661,1.2648,0.8712,0.7182
20140317,6.1779,5.3587,7.7657,1.2647,0.8726,0.7180
20140318,6.1918,5.3645,7.7669,1.2637,0.8743,0.7188
20140319,6.1934,5.3657,7.7651,1.2663,0.8747,0.7189
20140320,6.2273,5.4151,7.7644,1.2774,0.8833,0.7255
20140321,6.2248,5.4155,7.7589,1.2745,0.8836,0.7255
20140324,6.1956,5.4155,7.7575,1.2712,0.8840,0.7255
20140325,6.2010,5.4181,7.7563,1.2694,0.8862,0.7258
20140326,6.2084,5.4136,7.7583,1.2677,0.8854,0.7254
20140327,6.2123,5.4341,7.7578,1.2645,0.8859,0.7272
20140328,6.2117,5.4280,7.7573,1.2593,0.8869,0.7271
20140331,6.2164,5.4194,7.7567,1.2583,0.8840,0.7258
20140401,6.2064,5.4076,7.7568,1.2589,0.8825,0.7244
20140402,6.2054,5.4247,7.7561,1.2619,0.8870,0.7267
20140403,6.2102,5.4454,7.7568,1.2633,0.8921,0.7295
20140404,6.2118,5.4478,7.7566,1.2596,0.8918,0.7297
20140407,6.2118,5.4312,7.7548,1.2602,0.8876,0.7275
20140408,6.1966,5.4093,7.7544,1.2527,0.8836,0.7245
20140409,6.2003,5.4037,7.7533,1.2473,0.8816,0.7238
20140410,6.2123,5.3740,7.7527,1.2481,0.8758,0.7198
20140411,6.2111,5.3719,7.7525,1.2481,0.8748,0.7195
20140414,6.2186,5.4007,7.7533,1.2518,0.8784,0.7234
20140415,6.2215,5.4079,7.7539,1.2534,0.8805,0.7243
20140416,6.2204,5.4021,7.7546,1.2504,0.8813,0.7236
20140417,6.2188,5.3979,7.7542,1.2507,0.8812,0.7230
20140418,6.2240,5.4039,7.7539,1.2524,0.8832,0.7238
20140421,6.2269,5.4143,7.7535,1.2526,0.8851,0.7252
20140422,6.2373,5.4085,7.7517,1.2559,0.8851,0.7244
20140423,6.2374,5.4032,7.7529,1.2570,0.8828,0.7239
20140424,6.2484,5.3963,7.7531,1.2583,0.8817,0.7232
20140425,6.2534,5.3937,7.7533,1.2563,0.8809,0.7226
20140428,6.2520,5.3914,7.7532,1.2566,0.8807,0.7223
20140429,6.2578,5.4057,7.7535,1.2551,0.8845,0.7242
20140430,6.2591,5.3817,7.7527,1.2553,0.8800,0.7210
20140501,6.2591,5.3825,7.7528,1.2525,0.8797,0.7211
20140502,6.2591,5.3833,7.7530,1.2539,0.8789,0.7213
20140505,6.2453,5.3759,7.7522,1.2499,0.8774,0.7203
20140506,6.2255,5.3603,7.7519,1.2472,0.8744,0.7182
20140507,6.2349,5.3630,7.7519,1.2485,0.8758,0.7185
20140508,6.2272,5.3837,7.7516,1.2460,0.8784,0.7213
20140509,6.2270,5.4227,7.7514,1.2482,0.8860,0.7266
20140512,6.2364,5.4246,7.7517,1.2506,0.8876,0.7267
20140513,6.2283,5.4444,7.7518,1.2516,0.8894,0.7293
20140514,6.2282,5.4410,7.7517,1.2496,0.8894,0.7290
20140515,6.2291,5.4441,7.7518,1.2521,0.8898,0.7293
20140516,6.2327,5.4454,7.7520,1.2509,0.8910,0.7295
20140519,6.2368,5.4416,7.7519,1.2492,0.8916,0.7291
20140520,6.2377,5.4469,7.7524,1.2520,0.8916,0.7298
20140521,6.2335,5.4658,7.7527,1.2524,0.8951,0.7322
20140522,6.2348,5.4666,7.7535,1.2515,0.8948,0.7325
20140523,6.2363,5.4771,7.7532,1.2524,0.8958,0.7338
20140526,,,,,,
20140527,6.2471,5.4802,7.7531,1.2564,0.8977,0.7343
20140528,6.2535,5.4900,7.7527,1.2554,0.8982,0.7355
20140529,6.2375,5.4843,7.7527,1.2551,0.8970,0.7349
20140530,6.2471,5.4711,7.7523,1.2543,0.8944,0.7331
20140602,6.2471,5.4853,7.7537,1.2564,0.8980,0.7350
20140603,6.2536,5.4782,7.7527,1.2568,0.8964,0.7340
20140604,6.2494,5.4796,7.7527,1.2572,0.8956,0.7343
20140605,6.2548,5.4787,7.7525,1.2555,0.8944,0.7343
20140606,6.2498,5.4701,7.7524,1.2514,0.8938,0.7332
20140609,6.2397,5.4905,7.7511,1.2499,0.8974,0.7359
20140610,6.2240,5.5094,7.7514,1.2498,0.8996,0.7384
20140611,6.2277,5.5129,7.7516,1.2499,0.8998,0.7390
20140612,6.2175,5.5034,7.7511,1.2480,0.8982,0.7377
20140613,6.2090,5.5155,7.7515,1.2507,0.9008,0.7395
20140616,6.2250,5.4917,7.7510,1.2504,0.8969,0.7365
20140617,6.2263,5.5051,7.7514,1.2537,0.8998,0.7384
20140618,6.2309,5.4956,7.7513,1.2518,0.8976,0.7371
20140619,6.2287,5.4747,7.7504,1.2497,0.8932,0.7342
20140620,6.2240,5.4874,7.7514,1.2501,0.8960,0.7361
20140623,6.2250,5.4842,7.7507,1.2486,0.8948,0.7357
20140624,6.2308,5.4857,7.7516,1.2492,0.8955,0.7359
20140625,6.2343,5.4668,7.7515,1.2496,0.8918,0.7332
20140626,6.2235,5.4790,7.7515,1.2500,0.8933,0.7348
20140627,6.2180,5.4687,7.7517,1.2497,0.8919,0.7336
20140630,6.2036,5.4459,7.7502,1.2465,0.8868,0.7305
20140701,6.1995,5.4497,7.7500,1.2454,0.8871,0.7309
20140702,6.2101,5.4608,7.7501,1.2472,0.8886,0.7323
20140703,6.2115,5.4787,7.7508,1.2465,0.8934,0.7348
20140704,,,,,,
20140707,6.2036,5.4800,7.7497,1.2466,0.8934,0.7351
20140708,6.2010,5.4762,7.7495,1.2431,0.8924,0.7345
20140709,6.1994,5.4689,7.7500,1.2418,0.8918,0.7337
20140710,6.2023,5.4810,7.7500,1.2419,0.8926,0.7353
20140711,6.2034,5.4822,7.7496,1.2409,0.8926,0.7354
20140714,6.2059,5.4743,7.7498,1.2412,0.8918,0.7342
20140715,6.2075,5.4934,7.7500,1.2437,0.8953,0.7368
20140716,6.2035,5.5113,7.7501,1.2425,0.8984,0.7391
20140717,6.2033,5.5123,7.7507,1.2427,0.8973,0.7391
20140718,6.2075,5.5168,7.7512,1.2410,0.8989,0.7399
20140721,6.2088,5.5140,7.7517,1.2394,0.8980,0.7394
20140722,6.2025,5.5360,7.7510,1.2397,0.9022,0.7424
20140723,6.1982,5.5389,7.7506,1.2376,0.9024,0.7428
20140724,6.1944,5.5364,7.7501,1.2405,0.9024,0.7425
20140725,6.1913,5.5519,7.7500,1.2413,0.9045,0.7445
20140728,6.1870,5.5475,7.7496,1.2413,0.9037,0.7440
20140729,6.1800,5.5606,7.7500,1.2429,0.9068,0.7457
20140730,6.1712,5.5730,7.7498,1.2454,0.9096,0.7475
20140731,6.1737,5.5687,7.7497,1.2466,0.9086,0.7468
20140801,6.1793,5.5489,7.7496,1.2469,0.9048,0.7443
20140804,6.1780,5.5575,7.7500,1.2461,0.9068,0.7455
20140805,6.1705,5.5777,7.7496,1.2481,0.9102,0.7482
20140806,6.1625,5.5822,7.7501,1.2490,0.9095,0.7488
20140807,6.1618,5.5790,7.7511,1.2508,0.9086,0.7484
20140808,6.1557,5.5583,7.7513,1.2514,0.9050,0.7456
20140811,6.1528,5.5702,7.7514,1.2499,0.9063,0.7471
20140812,6.1575,5.5816,7.7511,1.2510,0.9082,0.7487
20140813,6.1531,5.5775,7.7508,1.2495,0.9079,0.7481
20140814,6.1575,5.5730,7.7503,1.2450,0.9056,0.7476
20140815,6.1470,5.5670,7.7500,1.2455,0.9026,0.7467
20140818,6.1425,5.5810,7.7506,1.2444,0.9066,0.7486
20140819,6.1425,5.5974,7.7503,1.2471,0.9089,0.7508
20140820,6.1395,5.6127,7.7506,1.2497,0.9116,0.7528
20140821,6.1510,5.6114,7.7500,1.2493,0.9112,0.7528
20140822,6.1510,5.6321,7.7500,1.2491,0.9142,0.7555
20140825,6.1540,5.6452,7.7501,1.2502,0.9144,0.7572
20140826,6.1522,5.6517,7.7505,1.2497,0.9167,0.7582
20140827,6.1430,5.6501,7.7501,1.2470,0.9148,0.7580
20140828,6.1423,5.6543,7.7500,1.2488,0.9150,0.7588
20140829,6.1430,5.6647,7.7501,1.2485,0.9174,0.7605
20140901,,,,,,
20140902,6.1480,5.6741,7.7502,1.2538,0.9196,0.7620
20140903,6.1408,5.6690,7.7502,1.2522,0.9186,0.7613
20140904,6.1383,5.7591,7.7502,1.2555,0.9327,0.7736
20140905,6.1400,5.7460,7.7500,1.2533,0.9306,0.7718
20140908,6.1400,5.7492,7.7504,1.2564,0.9317,0.7723
20140909,6.1362,5.7661,7.7502,1.2627,0.9348,0.7747
20140910,6.1284,5.7660,7.7503,1.2626,0.9382,0.7747
20140911,6.1295,5.7535,7.7505,1.2630,0.9349,0.7730
20140912,6.1344,5.7446,7.7505,1.2631,0.9337,0.7719
20140915,6.1415,5.7472,7.7507,1.2636,0.9344,0.7721
20140916,6.1459,5.7383,7.7510,1.2593,0.9314,0.7707
20140917,6.1385,5.7445,7.7511,1.2644,0.9346,0.7717
20140918,6.1400,5.7638,7.7511,1.2678,0.9344,0.7744
20140919,6.1403,5.7991,7.7512,1.2662,0.9404,0.7791
20140922,6.1400,5.8019,7.7513,1.2693,0.9410,0.7795
20140923,6.1368,5.7888,7.7511,1.2684,0.9386,0.7777
20140924,6.1346,5.8207,7.7519,1.2672,0.9446,0.7820
20140925,6.1355,5.8384,7.7538,1.2687,0.9467,0.7844
20140926,6.1266,5.8669,7.7581,1.2737,0.9513,0.7883
20140929,6.1495,5.8588,7.7650,1.2734,0.9498,0.7872
20140930,6.1380,5.8947,7.7648,1.2754,0.9554,0.7919
20141001,6.1380,5.8993,7.7645,1.2728,0.9566,0.7925
20141002,6.1380,5.8741,7.7622,1.2713,0.9532,0.7893
20141003,6.1385,5.9469,7.7563,1.2812,0.9670,0.7989
20141006,6.1385,5.9118,7.7550,1.2771,0.9626,0.7942
20141007,6.1385,5.8957,7.7541,1.2756,0.9606,0.7920
20141008,6.1385,5.8687,7.7568,1.2783,0.9564,0.7885
20141009,6.1299,5.8677,7.7560,1.2712,0.9545,0.7885
20141010,6.1308,5.8901,7.7595,1.2730,0.9568,0.7914
20141013,,,,,,
20141014,6.1250,5.8801,7.7564,1.2750,0.9536,0.7899
20141015,6.1249,5.8262,7.7570,1.2726,0.9444,0.7826
20141016,6.1230,5.8119,7.7575,1.2730,0.9425,0.7805
20141017,6.1238,5.8380,7.7588,1.2752,0.9468,0.7840
20141020,6.1233,5.8251,7.7577,1.2708,0.9438,0.7823
20141021,6.1205,5.8513,7.7565,1.2710,0.9482,0.7859
20141022,6.1180,5.8820,7.7567,1.2719,0.9530,0.7900
20141023,6.1190,5.8819,7.7575,1.2747,0.9535,0.7900
20141024,6.1168,5.8737,7.7565,1.2753,0.9514,0.7890
20141027,6.1160,5.8553,7.7572,1.2746,0.9484,0.7867
20141028,6.1130,5.8400,7.7573,1.2723,0.9463,0.7845
20141029,6.1107,5.8334,7.7548,1.2705,0.9452,0.7836
20141030,6.1140,5.8973,7.7553,1.2767,0.9552,0.7923
20141031,6.1124,5.9397,7.7551,1.2854,0.9623,0.7981
20141103,6.1178,5.9605,7.7545,1.2909,0.9655,0.8008
20141104,6.1150,5.9283,7.7522,1.2890,0.9596,0.7966
20141105,6.1135,5.9574,7.7519,1.2933,0.9640,0.8008
20141106,6.1117,5.9923,7.7522,1.2945,0.9702,0.8055
20141107,6.1225,5.9876,7.7523,1.2920,0.9684,0.8050
20141110,6.1190,5.9861,7.7542,1.2917,0.9678,0.8048
20141111,,,,,,
20141112,6.1257,5.9745,7.7546,1.2892,0.9650,0.8028
20141113,6.1243,5.9655,7.7546,1.2909,0.9634,0.8015
20141114,6.1290,5.9572,7.7540,1.2979,0.9616,0.8004
20141117,6.1242,5.9795,7.7548,1.2980,0.9653,0.8034
20141118,6.1208,5.9393,7.7547,1.2962,0.9583,0.7978
20141119,6.1190,5.9317,7.7550,1.3057,0.9572,0.7969
20141120,6.1230,5.9410,7.7557,1.3008,0.9596,0.7983
20141121,6.1244,6.0033,7.7572,1.2981,0.9696,0.8068
20141124,6.1412,5.9868,7.7562,1.3035,0.9676,0.8047
20141125,6.1355,5.9648,7.7546,1.3016,0.9645,0.8018
20141126,6.1386,5.9503,7.7534,1.2982,0.9614,0.7998
20141127,,,,,,
20141128,6.1429,5.9817,7.7548,1.3036,0.9658,0.8040
20141201,6.1515,5.9568,7.7540,1.3050,0.9631,0.8006
20141202,6.1490,6.0053,7.7545,1.3095,0.9720,0.8071
20141203,6.1499,6.0465,7.7523,1.3111,0.9779,0.8127
20141204,6.1541,5.9847,7.7515,1.3108,0.9674,0.8044
20141205,6.1497,6.0459,7.7510,1.3219,0.9772,0.8127
20141208,6.1725,6.0528,7.7510,1.3193,0.9778,0.8135
20141209,6.1855,5.9931,7.7534,1.3145,0.9680,0.8055
20141210,6.1763,5.9875,7.7510,1.3106,0.9680,0.8048
20141211,6.1881,5.9981,7.7509,1.3147,0.9688,0.8066
20141212,6.1864,5.9577,7.7519,1.3123,0.9620,0.8010
20141215,6.1900,5.9660,7.7524,1.3122,0.9632,0.8019
20141216,6.1890,5.9503,7.7538,1.3046,0.9604,0.7997
20141217,6.1957,5.9965,7.7551,1.3072,0.9679,0.8061
20141218,6.2139,6.0523,7.7555,1.3128,0.9794,0.8136
20141219,6.2196,6.0807,7.7538,1.3169,0.9832,0.8173
20141222,6.2213,6.0723,7.7561,1.3187,0.9820,0.8162
20141223,6.2256,6.1066,7.7572,1.3219,0.9872,0.8210
20141224,6.2148,6.1039,7.7616,1.3235,0.9865,0.8205
20141225,,,,,,
20141226,,,,,,
20141229,6.2222,6.1108,7.7577,1.3226,0.9878,0.8211
20141230,6.2015,6.1159,7.7576,1.3210,0.9880,0.8214
20141231,6.2046,6.1534,7.7531,1.3244,0.9934,0.8264
20150101,,,,,,
20150102,6.2046,6.1954,7.7563,1.3303,1.0004,0.8323
20150105,6.2201,6.2426,7.7557,1.3354,1.0079,0.8391
20150106,6.2125,6.2345,7.7532,1.3319,1.0062,0.8378
20150107,6.2127,6.2948,7.7548,1.3412,1.0160,0.8460
20150108,6.2143,6.2986,7.7553,1.3360,1.0169,0.8467
20150109,6.2085,6.2880,7.7530,1.3337,1.0151,0.8453
20150112,6.2027,6.2871,7.7528,1.3341,1.0150,0.8452
20150113,6.1970,6.3147,7.7526,1.3340,1.0195,0.8490
20150114,6.1957,6.3009,7.7544,1.3332,1.0172,0.8470
20150115,6.1870,6.4100,7.7534,1.3291,0.8930,0.8622
20150116,6.2065,6.4521,7.7539,1.3264,0.8488,0.8683
20150119,,,,,,
20150120,6.2137,6.4300,7.7519,1.3377,0.8751,0.8651
20150121,6.2112,6.4178,7.7508,1.3346,0.8596,0.8633
20150122,6.2085,6.5202,7.7521,1.3357,0.8678,0.8761
20150123,6.2279,6.5998,7.7511,1.3440,0.8760,0.8866
20150126,6.2535,6.5998,7.7522,1.3418,0.8988,0.8857
20150127,6.2430,6.5454,7.7518,1.3388,0.9042,0.8795
20150128,6.2475,6.5629,7.7523,1.3509,0.9055,0.8817
20150129,6.2463,6.5803,7.7516,1.3533,0.9226,0.8843
20150130,6.2495,6.5907,7.7529,1.3537,0.9210,0.8857
20150202,6.2594,6.5648,7.7530,1.3513,0.9262,0.8821
20150203,6.2573,6.4955,7.7535,1.3469,0.9234,0.8724
20150204,6.2472,6.5188,7.7517,1.3472,0.9238,0.8758
20150205,6.2516,6.5113,7.7518,1.3449,0.9248,0.8747
20150206,6.2417,6.5669,7.7524,1.3513,0.9228,0.8826
20150209,6.2467,6.5773,7.7533,1.3540,0.9258,0.8837
20150210,6.2405,6.5778,7.7541,1.3553,0.9263,0.8837
20150211,6.2422,6.5859,7.7546,1.3609,0.9288,0.8850
20150212,6.2440,6.5248,7.7552,1.3556,0.9283,0.8764
20150213,6.2399,6.5239,7.7553,1.3543,0.9308,0.8766
20150216,,,,,,
20150217,6.2546,6.5331,7.7584,1.3560,0.9346,0.8776
20150218,6.2546,6.5638,7.7584,1.3603,0.9446,0.8817
20150219,6.2546,6.5351,7.7573,1.3576,0.9472,0.8778
20150220,6.2546,6.5563,7.7577,1.3591,0.9419,0.8794
20150223,6.2546,6.5775,7.7568,1.3583,0.9494,0.8814
20150224,6.2546,6.5974,7.7557,1.3591,0.9516,0.8844
20150225,6.2591,6.5731,7.7565,1.3540,0.9496,0.8800
20150226,6.2584,6.6606,7.7550,1.3561,0.9540,0.8919
20150227,6.2695,6.6649,7.7559,1.3614,0.9513,0.8931
20150302,6.2720,6.6583,7.7545,1.3650,0.9553,0.8937
20150303,6.2741,6.6464,7.7537,1.3616,0.9590,0.8919
20150304,6.2701,6.7334,7.7544,1.3678,0.9640,0.9033
20150305,6.2658,6.7711,7.7560,1.3713,0.9736,0.9086
20150306,6.2620,6.8629,7.7565,1.3789,0.9846,0.9212
20150309,6.2635,6.8699,7.7600,1.3792,0.9873,0.9220
20150310,6.2615,6.9602,7.7601,1.3880,0.9996,0.9340
20150311,6.2613,7.0519,7.7647,1.3862,1.0074,0.9455
20150312,6.2614,7.0245,7.7685,1.3793,1.0034,0.9421
20150313,6.2585,7.0873,7.7686,1.3910,1.0047,0.9502
20150316,6.2620,7.0568,7.7654,1.3892,1.0074,0.9456
20150317,6.2490,7.0338,7.7632,1.3894,1.0040,0.9430
20150318,6.2289,7.0042,7.7580,1.3895,0.9952,0.9396
20150319,6.1955,7.0140,7.7596,1.3896,0.9921,0.9415
20150320,6.2037,6.9087,7.7592,1.3823,0.9766,0.9266
20150323,6.2135,6.8229,7.7551,1.3669,0.9668,0.9151
20150324,6.2046,6.8409,7.7561,1.3678,0.9586,0.9168
20150325,6.2116,6.7981,7.7554,1.3678,0.9574,0.9102
20150326,6.2103,6.8380,7.7544,1.3678,0.9614,0.9158
20150327,6.2145,6.8575,7.7534,1.3682,0.9586,0.9182
20150330,6.2065,6.9036,7.7549,1.3750,0.9678,0.9244
20150331,6.1990,6.9552,7.7540,1.3721,0.9712,0.9310
20150401,6.1976,6.9382,7.7524,1.3634,0.9671,0.9287
20150402,6.1968,6.8722,7.7525,1.3575,0.9578,0.9196
20150403,6.1930,6.8020,7.7516,1.3492,0.9504,0.9099
20150406,6.1930,6.7904,7.7525,1.3507,0.9524,0.9084
20150407,6.1955,6.8867,7.7515,1.3593,0.9640,0.9217
20150408,6.2020,6.9071,7.7503,1.3546,0.9634,0.9244
20150409,6.2050,7.0022,7.7499,1.3583,0.9754,0.9371
20150410,6.2082,7.0517,7.7499,1.3668,0.9807,0.9436
20150413,6.2152,7.0603,7.7500,1.3731,0.9780,0.9450
20150414,6.2113,6.9976,7.7518,1.3590,0.9712,0.9370
20150415,6.2037,7.0466,7.7521,1.3605,0.9721,0.9438
20150416,6.1947,6.9475,7.7516,1.3536,0.9584,0.9309
20150417,6.1976,6.9210,7.7510,1.3467,0.9528,0.9276
20150420,6.2014,6.9324,7.7500,1.3477,0.9543,0.9291
20150421,6.2010,6.9352,7.7501,1.3499,0.9528,0.9295
20150422,6.1927,6.9546,7.7500,1.3461,0.9662,0.9321
20150423,6.1975,6.9061,7.7495,1.3447,0.9550,0.9257
20150424,6.1930,6.8606,7.7499,1.3315,0.9533,0.9195
20150427,6.2185,6.8494,7.7499,1.3276,0.9534,0.9181
20150428,6.2035,6.7970,7.7505,1.3180,0.9538,0.9108
20150429,6.1989,6.6774,7.7504,1.3171,0.9358,0.8949
20150430,6.2018,6.6872,7.7513,1.3261,0.9410,0.8959
20150501,6.2018,6.6692,7.7509,1.3293,0.9340,0.8933
20150504,6.2085,6.6987,7.7530,1.3329,0.9357,0.8973
20150505,6.2058,6.6796,7.7518,1.3329,0.9262,0.8949
20150506,6.2001,6.5795,7.7518,1.3243,0.9150,0.8814
20150507,6.2063,6.6149,7.7539,1.3331,0.9196,0.8863
20150508,6.2084,6.6381,7.7536,1.3290,0.9274,0.8896
20150511,6.2086,6.6973,7.7535,1.3361,0.9344,0.8975
20150512,6.2086,6.6395,7.7528,1.3336,0.9266,0.8897
20150513,6.2043,6.5617,7.7517,1.3239,0.9162,0.8794
20150514,6.2013,6.5660,7.7505,1.3199,0.9146,0.8797
20150515,6.2051,6.5320,7.7505,1.3195,0.9174,0.8750
20150518,6.2041,6.5725,7.7520,1.3258,0.9230,0.8807
20150519,6.2064,6.6872,7.7519,1.3348,0.9367,0.8968
20150520,6.2036,6.7311,7.7521,1.3380,0.9395,0.9026
20150521,6.1958,6.7007,7.7534,1.3362,0.9346,0.8988
20150522,6.1972,6.7574,7.7517,1.3360,0.9428,0.9064
20150525,,,,,,
20150526,6.2038,6.8525,7.7523,1.3484,0.9503,0.9195
20150527,6.2011,6.8478,7.7594,1.3525,0.9508,0.9184
20150528,6.2002,6.8343,7.7535,1.3531,0.9458,0.9163
20150529,6.1980,6.7851,7.7535,1.3478,0.9404,0.9096
20150601,6.1985,6.8351,7.7567,1.3545,0.9467,0.9163
20150602,6.1980,6.7020,7.7566,1.3487,0.9343,0.8985
20150603,6.1976,6.6104,7.7530,1.3411,0.9336,0.8861
20150604,6.2006,6.6184,7.7522,1.3478,0.9342,0.8872
20150605,6.2024,6.7153,7.7531,1.3572,0.9436,0.9003
20150608,6.2053,6.6404,7.7518,1.3570,0.9332,0.8903
20150609,6.2047,6.6116,7.7533,1.3512,0.9295,0.8862
20150610,6.2055,6.5992,7.7524,1.3414,0.9292,0.8844
20150611,6.2065,6.6379,7.7523,1.3469,0.9364,0.8900
20150612,6.2081,6.6147,7.7530,1.3430,0.9260,0.8867
20150615,6.2080,6.6208,7.7523,1.3462,0.9351,0.8876
